Car_id,Date,Gender,Dealer_Name,Dealer_Region,Company,Model,Body Style,Color,Transmission,Engine,Annual Income,Price ($),Dealer_No ,Phone,
C_CND_016027,7/19/2023,Male,Iceberg Rentals,Janesville,Lexus,LX470,SUV,Black,Auto,DoubleÂ Overhead Camshaft,1250000,22000,53546-9427,7281359,
C_CND_020369,11/4/2023,Male,Suburban Ford,Janesville,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1250000,22000,53546-9427,6855416,
C_CND_023762,12/29/2023,Male,U-Haul CO,Scottsdale,Chevrolet,Corvette,SUV,Pale White,Manual,Overhead Camshaft,1250000,22000,78758-7841,8762832,
C_CND_000047,1/3/2022,Male,Hatfield Volkswagen,Pasco,BMW,323i,Hatchback,Pale White,Manual,Overhead Camshaft,1250000,21001,99301-3882,8689761,
C_CND_001008,3/19/2022,Male,Classic Chevy,Scottsdale,BMW,328i,Sedan,Red,Manual,Overhead Camshaft,1250000,21000,85257-3102,6206338,
C_CND_005148,9/3/2022,Male,Scrivener Performance Engineering,Greenville,Honda,Accord,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1250000,21000,38701-8047,6222715,
C_CND_020726,11/10/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Volkswagen,Beetle,SUV,Pale White,Manual,Overhead Camshaft,1250000,21000,53546-9427,6605532,
C_CND_005216,9/4/2022,Male,Hatfield Volkswagen,Pasco,Chrysler,LHS,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,1250000,20001,99301-3882,8509693,
C_CND_015697,7/14/2023,Female,Race Car Help,Austin,Volvo,S70,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,1250000,20001,78758-7841,7404827,
C_CND_016154,7/22/2023,Male,Nebo Chevrolet,Middletown,Mitsubishi,3000GT,Sedan,Pale White,Manual,Overhead Camshaft,1250000,20000,06457-3834,7813488,
C_CND_019789,10/21/2023,Male,Star Enterprises Inc,Pasco,Plymouth,Voyager,Passenger,Pale White,Manual,Overhead Camshaft,1250000,20000,99301-3882,6625332,
C_CND_020920,11/12/2023,Male,Iceberg Rentals,Janesville,Buick,LeSabre,Sedan,Black,Manual,Overhead Camshaft,1250000,20000,53546-9427,8700286,
C_CND_002013,4/26/2022,Male,Iceberg Rentals,Janesville,Pontiac,Bonneville,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,1250000,19001,53546-9427,6301429,
C_CND_013451,5/7/2023,Female,Scrivener Performance Engineering,Greenville,Pontiac,Grand Am,SUV,Red,Auto,DoubleÂ Overhead Camshaft,1250000,19001,38701-8047,6878034,
C_CND_000613,2/27/2022,Male,Gartner Buick Hyundai Saab,Greenville,Pontiac,Grand Prix,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,1250000,19000,38701-8047,8943064,
C_CND_005756,9/17/2022,Male,Suburban Ford,Janesville,Lincoln,Navigator,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,1250000,19000,53546-9427,6729749,
C_CND_009667,12/11/2022,Male,Suburban Ford,Janesville,Honda,Accord,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1250000,19000,53546-9427,7532421,
C_CND_012258,3/26/2023,Male,Clay Johnson Auto Sales,Austin,Ford,Windstar,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1250000,19000,78758-7841,8754431,
C_CND_015043,6/20/2023,Female,Saab-Belle Dodge,Aurora,Mercury,Grand Marquis,SUV,Black,Auto,DoubleÂ Overhead Camshaft,1250000,19000,60504-7114,6564393,
C_CND_019085,9/29/2023,Male,Race Car Help,Austin,Chrysler,Concorde,Hardtop,Black,Manual,Overhead Camshaft,1250000,18001,78758-7841,6787125,
C_CND_007461,11/2/2022,Male,Progressive Shippers Cooperative Association No,Janesville,Pontiac,Sunfire,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,1250000,18000,53546-9427,8236020,
C_CND_014503,6/6/2023,Female,Nebo Chevrolet,Middletown,Volkswagen,Cabrio,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1250000,17001,06457-3834,8776105,
C_CND_003396,6/22/2022,Male,Clay Johnson Auto Sales,Austin,Chevrolet,Monte Carlo,Hatchback,Red,Manual,Overhead Camshaft,1250000,17000,78758-7841,6857962,
C_CND_006842,10/10/2022,Female,U-Haul CO,Austin,Mitsubishi,Diamante,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,1250000,17000,78758-7841,6186313,
C_CND_009717,12/12/2022,Male,Ryder Truck Rental and Leasing,Middletown,Volkswagen,Cabrio,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1250000,17000,06457-3834,7503849,
C_CND_016414,7/31/2023,Male,Suburban Ford,Aurora,Mercedes-B,SLK,Passenger,Pale White,Manual,Overhead Camshaft,1250000,17000,53546-9427,7634843,
C_CND_022744,12/10/2023,Male,New Castle Ford Lincoln Mercury,Aurora,Lincoln,Town car,Hatchback,Black,Manual,Overhead Camshaft,1250000,17000,60504-7114,8249666,
C_CND_013586,5/9/2023,Female,Pars Auto Sales,Janesville,Dodge,Ram Wagon,Passenger,Pale White,Manual,Overhead Camshaft,1250000,16001,38701-8047,7068163,
C_CND_010211,12/21/2022,Male,Saab-Belle Dodge,Middletown,Mercury,Villager,Passenger,Pale White,Manual,Overhead Camshaft,1250000,16000,60504-7114,6722906,
C_CND_013705,5/15/2023,Male,Motor Vehicle Branch Office,Austin,Chrysler,LHS,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,1250000,16000,78758-7841,7089125,
C_CND_008895,11/28/2022,Male,Chrysler of Tri-Cities,Pasco,Hyundai,Sonata,SUV,Black,Manual,Overhead Camshaft,1250000,15000,99301-3882,7570216,
C_CND_012219,3/24/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Jeep,Grand Cherokee,SUV,Pale White,Manual,Overhead Camshaft,1250000,15000,53546-9427,7592105,
C_CND_008680,11/24/2022,Male,Pars Auto Sales,Greenville,Chevrolet,Metro,Passenger,Pale White,Manual,Overhead Camshaft,1250000,13001,38701-8047,7764589,
C_CND_006450,9/26/2022,Male,Rabun Used Car Sales,Aurora,Chevrolet,Metro,Passenger,Pale White,Manual,Overhead Camshaft,1250000,13000,85257-3102,7536883,
C_CND_016447,8/2/2023,Male,Enterprise Rent A Car,Aurora,Audi,A6,SUV,Pale White,Manual,Overhead Camshaft,1250000,13000,60504-7114,7540921,
C_CND_007859,11/9/2022,Male,Suburban Ford,Austin,Chrysler,Cirrus,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,1250000,12000,53546-9427,6694611,
C_CND_008253,11/17/2022,Female,Clay Johnson Auto Sales,Austin,Ford,Escort,Passenger,Black,Manual,Overhead Camshaft,1250000,11001,78758-7841,7700048,
C_CND_003173,6/13/2022,Male,Rabun Used Car Sales,Scottsdale,Ford,Escort,Passenger,Black,Manual,Overhead Camshaft,1250000,11000,85257-3102,6943183,
C_CND_021827,11/27/2023,Female,Progressive Shippers Cooperative Association No,Janesville,Ford,Expedition,SUV,Black,Manual,Overhead Camshaft,1250000,10001,53546-9427,8016729,
C_CND_007394,10/31/2022,Male,Rabun Used Car Sales,Greenville,Nissan,Xterra,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,1250000,9000,85257-3102,8569402,
C_CND_009937,12/15/2022,Male,Race Car Help,Aurora,Audi,A6,SUV,Pale White,Manual,Overhead Camshaft,1248500,13850,78758-7841,6059388,
C_CND_020707,11/10/2023,Male,Classic Chevy,Scottsdale,Dodge,Caravan,SUV,Black,Auto,DoubleÂ Overhead Camshaft,1247000,23700,85257-3102,7602105,
C_CND_006361,9/26/2022,Male,Progressive Shippers Cooperative Association No,Janesville,Buick,Park Avenue,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,1247000,12701,53546-9427,7312963,
C_CND_020785,11/10/2023,Male,Clay Johnson Auto Sales,Pasco,Ford,Ranger,SUV,Black,Manual,Overhead Camshaft,1246000,18601,78758-7841,8636131,
C_CND_008340,11/20/2022,Male,Rabun Used Car Sales,Scottsdale,Audi,A8,Passenger,Red,Manual,Overhead Camshaft,1246000,13601,85257-3102,8717607,
C_CND_006704,10/4/2022,Male,Scrivener Performance Engineering,Greenville,Chevrolet,Prizm,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,1245000,42500,38701-8047,6269794,
C_CND_013426,5/6/2023,Male,Rabun Used Car Sales,Scottsdale,Audi,A6,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,1245000,42500,85257-3102,8627152,
C_CND_017522,9/2/2023,Male,Rabun Used Car Sales,Austin,Saturn,SC,SUV,Black,Auto,DoubleÂ Overhead Camshaft,1245000,33500,85257-3102,7925758,
C_CND_000091,1/5/2022,Male,Buddy Storbeck's Diesel Service Inc,Middletown,Nissan,Maxima,Sedan,Pale White,Manual,Overhead Camshaft,1245000,22500,06457-3834,7696195,
C_CND_013001,4/19/2023,Male,Iceberg Rentals,Janesville,Mitsubishi,3000GT,Sedan,Pale White,Manual,Overhead Camshaft,1245000,21501,53546-9427,8741801,
C_CND_011797,3/10/2023,Male,Hatfield Volkswagen,Pasco,Mitsubishi,3000GT,Sedan,Pale White,Manual,Overhead Camshaft,1245000,21500,99301-3882,6432135,
C_CND_013644,5/12/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Dodge,Ram Pickup,Hardtop,Pale White,Manual,Overhead Camshaft,1245000,20501,53546-9427,6393365,
C_CND_003635,7/2/2022,Male,U-Haul CO,Greenville,Pontiac,Grand Prix,Passenger,Red,Auto,DoubleÂ Overhead Camshaft,1245000,19500,78758-7841,8258406,
C_CND_010596,12/31/2022,Male,Buddy Storbeck's Diesel Service Inc,Middletown,Mercury,Villager,Passenger,Pale White,Manual,Overhead Camshaft,1245000,16500,06457-3834,8488798,
C_CND_019467,10/13/2023,Male,McKinney Dodge Chrysler Jeep,Scottsdale,Jeep,Grand Cherokee,SUV,Pale White,Manual,Overhead Camshaft,1245000,15500,85257-3102,8101982,
C_CND_012375,4/1/2023,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Mitsubishi,Eclipse,Hatchback,Black,Manual,Overhead Camshaft,1244000,25400,99301-3882,6318515,
C_CND_001329,3/31/2022,Male,U-Haul CO,Austin,Mercury,Grand Marquis,SUV,Red,Manual,Overhead Camshaft,1242000,71200,78758-7841,7878962,
C_CND_009353,12/6/2022,Male,U-Haul CO,Austin,Dodge,Durango,SUV,Black,Manual,Overhead Camshaft,1242000,22201,78758-7841,7974482,
C_CND_008302,11/19/2022,Female,New Castle Ford Lincoln Mercury,Aurora,Mercedes-B,C-Class,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,1242000,14201,60504-7114,6128211,
C_CND_019498,10/13/2023,Female,Chrysler of Tri-Cities,Pasco,Dodge,Durango,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,1242000,10200,99301-3882,6056215,
C_CND_007982,11/13/2022,Male,Saab-Belle Dodge,Aurora,Ford,Windstar,Sedan,Red,Auto,DoubleÂ Overhead Camshaft,1241000,31100,60504-7114,8458688,
C_CND_005565,9/12/2022,Male,Tri-State Mack Inc,Middletown,Toyota,RAV4,Hatchback,Pale White,Manual,Overhead Camshaft,1241000,22100,85257-3102,6974677,
C_CND_008679,11/24/2022,Male,New Castle Ford Lincoln Mercury,Aurora,Mercury,Villager,Passenger,Pale White,Manual,Overhead Camshaft,1241000,14101,60504-7114,8868870,
C_CND_008638,11/23/2022,Male,Diehl Motor CO Inc,Middletown,Buick,Park Avenue,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,1240000,61001,06457-3834,7396404,
C_CND_012273,3/27/2023,Female,Progressive Shippers Cooperative Association No,Janesville,Mercury,Sable,Sedan,Red,Manual,Overhead Camshaft,1240000,61001,53546-9427,7288462,
C_CND_022344,12/5/2023,Male,Suburban Ford,Janesville,Cadillac,Eldorado,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,1240000,60001,53546-9427,6143859,
C_CND_019589,10/15/2023,Female,Clay Johnson Auto Sales,Austin,Lexus,LS400,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1240000,46001,78758-7841,6461017,
C_CND_015207,6/25/2023,Male,Diehl Motor CO Inc,Middletown,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1240000,46000,06457-3834,6214313,
C_CND_008887,11/28/2022,Male,Scrivener Performance Engineering,Greenville,Acura,Integra,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,1240000,45000,38701-8047,7437355,
C_CND_001082,3/20/2022,Male,Clay Johnson Auto Sales,Austin,Oldsmobile,Silhouette,Sedan,Red,Manual,Overhead Camshaft,1240000,34000,78758-7841,7564008,
C_CND_002088,4/28/2022,Male,U-Haul CO,Middletown,Acura,RL,SUV,Red,Manual,Overhead Camshaft,1240000,34000,78758-7841,6854908,
C_CND_014506,6/6/2023,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Cadillac,Eldorado,Passenger,Black,Manual,Overhead Camshaft,1240000,29001,99301-3882,6396572,
C_CND_016303,7/25/2023,Male,Race Car Help,Austin,Audi,A4,SUV,Black,Auto,DoubleÂ Overhead Camshaft,1240000,27000,78758-7841,6046242,
C_CND_018265,9/13/2023,Male,Suburban Ford,Janesville,Dodge,Viper,SUV,Black,Manual,Overhead Camshaft,1240000,26001,53546-9427,6865025,
C_CND_016262,7/25/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Nissan,Frontier,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,1240000,26000,53546-9427,8842899,
C_CND_020129,10/31/2023,Male,Star Enterprises Inc,Aurora,Chrysler,300M,SUV,Black,Auto,DoubleÂ Overhead Camshaft,1240000,26000,99301-3882,6731848,
C_CND_008044,11/13/2022,Male,New Castle Ford Lincoln Mercury,Aurora,Honda,Civic,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,1240000,25000,60504-7114,8116700,
C_CND_014006,5/25/2023,Male,Nebo Chevrolet,Middletown,Acura,TL,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,1240000,23000,06457-3834,6026389,
C_CND_004343,8/5/2022,Male,Scrivener Performance Engineering,Scottsdale,Dodge,Durango,SUV,Black,Manual,Overhead Camshaft,1240000,22000,38701-8047,6957719,
C_CND_016187,7/23/2023,Male,Saab-Belle Dodge,Aurora,Subaru,Forester,SUV,Black,Auto,DoubleÂ Overhead Camshaft,1240000,22000,60504-7114,7535748,
C_CND_019266,10/4/2023,Male,Diehl Motor CO Inc,Middletown,Volkswagen,Jetta,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,1240000,22000,06457-3834,7489184,
C_CND_000522,2/15/2022,Male,Progressive Shippers Cooperative Association No,Scottsdale,Volvo,S80,Sedan,Pale White,Manual,Overhead Camshaft,1240000,21000,53546-9427,7135746,
C_CND_021651,11/24/2023,Male,Rabun Used Car Sales,Scottsdale,Mitsubishi,3000GT,Sedan,Pale White,Manual,Overhead Camshaft,1240000,21000,85257-3102,7880313,
C_CND_003584,7/2/2022,Male,Clay Johnson Auto Sales,Austin,Mercury,Grand Marquis,SUV,Black,Auto,DoubleÂ Overhead Camshaft,1240000,19001,78758-7841,6292077,
C_CND_023890,12/31/2023,Male,Rabun Used Car Sales,Austin,Dodge,Caravan,Hardtop,Red,Auto,DoubleÂ Overhead Camshaft,1240000,19000,85257-3102,6019604,
C_CND_014498,6/6/2023,Female,Gartner Buick Hyundai Saab,Greenville,Saturn,LW,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,1240000,18001,38701-8047,8164805,
C_CND_007649,11/7/2022,Male,Progressive Shippers Cooperative Association No,Janesville,Pontiac,Sunfire,Sedan,Black,Auto,DoubleÂ Overhead Camshaft,1240000,18000,53546-9427,7931811,
C_CND_008497,11/21/2022,Male,Saab-Belle Dodge,Aurora,Lincoln,Continental,Passenger,Black,Manual,Overhead Camshaft,1240000,18000,60504-7114,8640774,
C_CND_001165,3/22/2022,Male,Tri-State Mack Inc,Austin,Mercury,Grand Marquis,SUV,Pale White,Manual,Overhead Camshaft,1240000,16000,85257-3102,7086475,
C_CND_007543,11/5/2022,Male,Tri-State Mack Inc,Austin,Chevrolet,Prizm,Hatchback,Black,Manual,Overhead Camshaft,1240000,16000,85257-3102,6181301,
C_CND_020825,11/11/2023,Female,Rabun Used Car Sales,Scottsdale,Jaguar,S-Type,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,1240000,16000,85257-3102,8392953,
C_CND_001130,3/22/2022,Male,Tri-State Mack Inc,Scottsdale,Chevrolet,Impala,Hatchback,Pale White,Manual,Overhead Camshaft,1240000,14000,85257-3102,8562882,
C_CND_005866,9/18/2022,Male,Classic Chevy,Scottsdale,Dodge,Durango,SUV,Pale White,Manual,Overhead Camshaft,1238000,31801,85257-3102,8710510,
C_CND_000617,2/27/2022,Male,Rabun Used Car Sales,Scottsdale,Mercury,Grand Marquis,SUV,Pale White,Manual,Overhead Camshaft,1238000,16800,85257-3102,8907733,
C_CND_007933,11/12/2022,Male,McKinney Dodge Chrysler Jeep,Scottsdale,Mitsubishi,3000GT,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1238000,12801,85257-3102,8364069,
C_CND_008390,11/20/2022,Female,Suburban Ford,Janesville,Jeep,Wrangler,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,1237500,13750,53546-9427,6922774,
C_CND_008828,11/27/2022,Male,Tri-State Mack Inc,Greenville,Oldsmobile,Intrigue,SUV,Red,Manual,Overhead Camshaft,1237000,37700,85257-3102,6799899,
C_CND_005319,9/6/2022,Male,Scrivener Performance Engineering,Middletown,Volkswagen,GTI,SUV,Pale White,Manual,Overhead Camshaft,1237000,28700,38701-8047,8396016,
C_CND_017048,8/26/2023,Male,Saab-Belle Dodge,Aurora,Plymouth,Voyager,Passenger,Red,Manual,Overhead Camshaft,1237000,20701,60504-7114,8252457,
C_CND_002881,5/31/2022,Female,Race Car Help,Austin,Nissan,Pathfinder,Hatchback,Pale White,Manual,Overhead Camshaft,1237000,16700,78758-7841,8838429,
C_CND_019101,9/29/2023,Female,Hatfield Volkswagen,Pasco,Chevrolet,Metro,Passenger,Red,Manual,Overhead Camshaft,1236000,37600,99301-3882,8924917,
C_CND_000460,2/14/2022,Male,Classic Chevy,Scottsdale,Mitsubishi,Galant,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,1236000,36600,85257-3102,6132994,
C_CND_015370,6/28/2023,Male,McKinney Dodge Chrysler Jeep,Greenville,Dodge,Stratus,Hatchback,Pale White,Manual,Overhead Camshaft,1236000,25600,85257-3102,7384812,
C_CND_005314,9/6/2022,Male,Chrysler of Tri-Cities,Pasco,Saturn,LW,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,1236000,18600,99301-3882,6612263,
C_CND_020884,11/11/2023,Male,Progressive Shippers Cooperative Association No,Greenville,Acura,RL,SUV,Black,Manual,Overhead Camshaft,1236000,18600,53546-9427,6306501,
C_CND_011228,2/5/2023,Female,Chrysler Plymouth,Janesville,Infiniti,I30,Hardtop,Red,Auto,DoubleÂ Overhead Camshaft,1235500,15551,53546-9427,7375310,
C_CND_007254,10/28/2022,Female,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Cadillac,Catera,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,1235000,75501,99301-3882,6053210,
C_CND_019625,10/15/2023,Male,Saab-Belle Dodge,Aurora,Mercedes-B,SLK,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,1235000,46501,60504-7114,7195722,
C_CND_000792,3/7/2022,Male,Star Enterprises Inc,Middletown,Plymouth,Breeze,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,1235000,39500,99301-3882,8983460,
C_CND_017588,9/3/2023,Male,Enterprise Rent A Car,Aurora,Cadillac,Eldorado,Passenger,Pale White,Manual,Overhead Camshaft,1235000,37500,60504-7114,8869324,
C_CND_004834,8/23/2022,Male,Clay Johnson Auto Sales,Austin,Lincoln,Town car,Hatchback,Pale White,Manual,Overhead Camshaft,1235000,33500,78758-7841,8378990,
C_CND_018538,9/19/2023,Male,Ryder Truck Rental and Leasing,Middletown,Nissan,Xterra,Passenger,Red,Manual,Overhead Camshaft,1235000,31501,06457-3834,6340694,
C_CND_019633,10/15/2023,Female,Progressive Shippers Cooperative Association No,Pasco,Ford,Crown Victoria,Passenger,Pale White,Auto,DoubleÂ Overhead Camshaft,1235000,29500,53546-9427,7015737,
C_CND_007186,10/25/2022,Female,Classic Chevy,Scottsdale,Hyundai,Elantra,Sedan,Pale White,Manual,Overhead Camshaft,1235000,26501,85257-3102,7696439,
C_CND_019946,10/27/2023,Male,Gartner Buick Hyundai Saab,Greenville,Dodge,Viper,SUV,Black,Manual,Overhead Camshaft,1235000,26500,38701-8047,8843112,
C_CND_021125,11/15/2023,Female,Race Car Help,Austin,Mitsubishi,Diamante,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,1235000,18500,78758-7841,6009385,
C_CND_001036,3/19/2022,Male,Saab-Belle Dodge,Aurora,Subaru,Forester,Hardtop,Red,Manual,Overhead Camshaft,1235000,17500,60504-7114,6952995,
C_CND_007967,11/13/2022,Female,Diehl Motor CO Inc,Middletown,Dodge,Avenger,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,1235000,16501,06457-3834,7164123,
C_CND_006461,9/27/2022,Male,Hatfield Volkswagen,Pasco,Mercury,Villager,Passenger,Pale White,Manual,Overhead Camshaft,1235000,14500,99301-3882,6189487,
C_CND_012124,3/19/2023,Male,U-Haul CO,Austin,Ford,F-Series,Passenger,Red,Manual,Overhead Camshaft,1235000,13500,78758-7841,6331868,
C_CND_017757,9/5/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Mitsubishi,3000GT,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1235000,12500,53546-9427,8097951,
C_CND_018513,9/18/2023,Female,Diehl Motor CO Inc,Middletown,Audi,A4,SUV,Pale White,Manual,Overhead Camshaft,1235000,12500,06457-3834,8228505,
C_CND_001925,4/21/2022,Male,Race Car Help,Austin,BMW,323i,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,1235000,9500,78758-7841,7853897,
C_CND_023763,12/29/2023,Male,Progressive Shippers Cooperative Association No,Austin,Lincoln,Continental,Passenger,Red,Manual,Overhead Camshaft,1234500,82450,53546-9427,7468114,
C_CND_020860,11/11/2023,Male,Nebo Chevrolet,Middletown,Volvo,C70,Hatchback,Black,Manual,Overhead Camshaft,1234500,17450,06457-3834,8848717,
C_CND_010918,1/21/2023,Male,Gartner Buick Hyundai Saab,Greenville,Chrysler,300M,SUV,Red,Auto,DoubleÂ Overhead Camshaft,1234500,16450,38701-8047,7559488,
C_CND_022760,12/11/2023,Male,Gartner Buick Hyundai Saab,Greenville,Volkswagen,Golf,Hardtop,Red,Auto,DoubleÂ Overhead Camshaft,1234000,35400,38701-8047,8871727,
C_CND_011447,2/21/2023,Male,Buddy Storbeck's Diesel Service Inc,Middletown,Toyota,Celica,SUV,Pale White,Manual,Overhead Camshaft,1234000,14400,06457-3834,8126911,
C_CND_003452,6/25/2022,Female,Saab-Belle Dodge,Aurora,Cadillac,Escalade,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1232800,38281,60504-7114,7576473,
C_CND_005667,9/14/2022,Female,Buddy Storbeck's Diesel Service Inc,Middletown,Buick,Century,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,1232500,17250,06457-3834,8033104,
C_CND_020425,11/5/2023,Male,Saab-Belle Dodge,Aurora,Volkswagen,Passat,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,1232500,13250,60504-7114,8191732,
C_CND_019309,10/6/2023,Male,Hatfield Volkswagen,Janesville,Dodge,Ram Pickup,Hardtop,Pale White,Auto,DoubleÂ Overhead Camshaft,1232000,45201,99301-3882,6232856,
C_CND_010136,12/20/2022,Male,Tri-State Mack Inc,Scottsdale,Honda,Accord,Sedan,Black,Manual,Overhead Camshaft,1232000,43201,85257-3102,8584886,
C_CND_003559,6/28/2022,Male,Rabun Used Car Sales,Aurora,Dodge,Caravan,Hatchback,Red,Auto,DoubleÂ Overhead Camshaft,1232000,19200,85257-3102,6976511,
C_CND_009783,12/12/2022,Male,Star Enterprises Inc,Scottsdale,Mercedes-B,S-Class,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,1232000,14200,99301-3882,7308100,
C_CND_019092,9/29/2023,Male,Classic Chevy,Scottsdale,Lexus,LS400,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1231010,27101,85257-3102,6486184,
C_CND_004931,8/24/2022,Female,Star Enterprises Inc,Pasco,Mitsubishi,Montero Sport,Hardtop,Red,Auto,DoubleÂ Overhead Camshaft,1231000,39100,99301-3882,6561273,
C_CND_006628,10/2/2022,Female,Rabun Used Car Sales,Scottsdale,Dodge,Avenger,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,1231000,16100,85257-3102,8029943,
C_CND_001068,3/20/2022,Male,Pitre Buick-Pontiac-Gmc of Scottsdale,Pasco,Lexus,LS400,Sedan,Black,Manual,Overhead Camshaft,1230000,69000,99301-3882,8090005,
C_CND_009080,12/1/2022,Male,Saab-Belle Dodge,Middletown,Buick,Park Avenue,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,1230000,62000,60504-7114,7427638,
C_CND_020914,11/12/2023,Male,U-Haul CO,Austin,Ford,Ranger,SUV,Black,Auto,DoubleÂ Overhead Camshaft,1230000,61000,78758-7841,6381906,
C_CND_017059,8/26/2023,Female,Saab-Belle Dodge,Aurora,Chrysler,Sebring Coupe,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1230000,46000,60504-7114,6516688,
C_CND_015182,6/24/2023,Male,Clay Johnson Auto Sales,Austin,Honda,Civic,Hatchback,Pale White,Manual,Overhead Camshaft,1230000,45000,78758-7841,8351848,
C_CND_019811,10/21/2023,Male,Progressive Shippers Cooperative Association No,Janesville,Acura,Integra,Passenger,Black,Auto,DoubleÂ Overhead Camshaft,1230000,45000,53546-9427,8642098,
C_CND_001252,3/28/2022,Female,McKinney Dodge Chrysler Jeep,Scottsdale,Honda,Civic,Hatchback,Black,Manual,Overhead Camshaft,1230000,43000,85257-3102,6821193,
C_CND_003564,6/29/2022,Female,Capitol KIA,Greenville,Jeep,Cherokee,Sedan,Pale White,Auto,DoubleÂ Overhead Camshaft,1230000,36000,38701-8047,8358541,
C_CND_019352,10/8/2023,Female,Enterprise Rent A Car,Austin,Pontiac,Bonneville,Hatchback,Black,Manual,Overhead Camshaft,1230000,36000,60504-7114,6368378,
C_CND_023422,12/23/2023,Male,Tri-State Mack Inc,Janesville,Toyota,Celica,SUV,Pale White,Auto,DoubleÂ Overhead Camshaft,1230000,31000,85257-3102,6242320,
C_CND_021262,11/19/2023,Male,New Castle Ford Lincoln Mercury,Aurora,Honda,Passport,SUV,Pale White,Manual,Overhead Camshaft,1230000,27001,60504-7114,7290172,
C_CND_006242,9/24/2022,Male,Motor Vehicle Branch Office,Greenville,Dodge,Durango,SUV,Pale White,Manual,Overhead Camshaft,1230000,27000,78758-7841,8695074,
C_CND_012127,3/19/2023,Male,Capitol KIA,Greenville,Audi,A4,SUV,Black,Auto,DoubleÂ Overhead Camshaft,1230000,27000,38701-8047,8518359,
C_CND_015066,6/20/2023,Male,Race Car Help,Austin,Toyota,RAV4,Hatchback,Pale White,Auto,DoubleÂ Overhead Camshaft,1230000,27000,78758-7841,7766352,
C_CND_011594,3/3/2023,Female,Ryder Truck Rental and Leasing,Middletown,Chrysler,LHS,Hatchback,Black,Auto,DoubleÂ Overhead Camshaft,1230000,26001,06457-3834,7455378,
